PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,C02,S02,N0X
348,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,76266,1160,386
349,1990,KY,ELECTRIC UTILITY,ALL SOURCES,66691156,818531,300977
350,1990,KY,ELECTRIC UTILITY,COAL,66585266,818339,300852
351,1990,KY,ELECTRIC UTILITY,NATURAL GAS,15310,0,36
352,1990,KY,ELECTRIC UTILITY,PETROLEUM,90580,192,89
353,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,66691156,818531,300977
354,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,COAL,66585266,818339,300852
355,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,15310,0,36
356,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,90580,192,89
357,1990,LA,COMMERCIAL COGEN,ALL SOURCES,46216,0,112
358,1990,LA,COMMERCIAL COGEN,NATURAL GAS,46216,0,112
359,1990,LA,ELECTRIC UTILITY,ALL SOURCES,33770087,89550,115268
360,1990,LA,ELECTRIC UTILITY,COAL,18737548,89106,82109
361,1990,LA,ELECTRIC UTILITY,NATURAL GAS,14926261,73,33016
362,1990,LA,ELECTRIC UTILITY,PETROLEUM,106278,370,142
363,1990,LA,INDUSTRIAL COGEN,ALL SOURCES,10104762,19613,33815
364,1990,LA,INDUSTRIAL COGEN,COAL,210180,1554,719
365,1990,LA,INDUSTRIAL COGEN,NATURAL GAS,9871006,50,19722
366,1990,LA,INDUSTRIAL COGEN,OTHER,0,17821,13340
367,1990,LA,INDUSTRIAL COGEN,PETROLEUM,23576,189,34
368,1990,LA,INDUSTRIAL NON-COGEN,ALL SOURCES,41882,0,98
369,1990,LA,INDUSTRIAL NON-COGEN,NATURAL GAS,41882,0,98
370,1990,LA,IPP NAICS-22 COGEN,ALL SOURCES,933897,5,2147
371,1990,LA,IPP NAICS-22 COGEN,NATURAL GAS,933897,5,2147
372,1990,LA,IPP NAICS-22 NON-COGEN,ALL SOURCES,86071,2654,187
373,1990,LA,IPP NAICS-22 NON-COGEN,NATURAL GAS,12035,0,28
374,1990,LA,IPP NAICS-22 NON-COGEN,PETROLEUM,74036,2654,159
375,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,44982915,111821,151628
376,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,COAL,18947728,90659,82828
377,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,25831297,128,55124
378,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,17822,13341
379,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,203890,3212,335
380,1990,MA,COMMERCIAL COGEN,ALL SOURCES,344862,1310,381
381,1990,MA,COMMERCIAL COGEN,NATURAL GAS,18455,0,67
382,1990,MA,COMMERCIAL COGEN,PETROLEUM,326407,1310,314
383,1990,MA,COMMERCIAL NON-COGEN,ALL SOURCES,19150,59,16
384,1990,MA,COMMERCIAL NON-COGEN,PETROLEUM,19150,59,16
385,1990,MA,ELECTRIC UTILITY,ALL SOURCES,25153214,205186,70334
386,1990,MA,ELECTRIC UTILITY,COAL,10233265,89666,42845
387,1990,MA,ELECTRIC UTILITY,NATURAL GAS,3051668,14,6897
388,1990,MA,ELECTRIC UTILITY,PETROLEUM,11868281,115507,20592
389,1990,MA,INDUSTRIAL COGEN,ALL SOURCES,836127,4257,2293
390,1990,MA,INDUSTRIAL COGEN,COAL,160760,859,648
391,1990,MA,INDUSTRIAL COGEN,NATURAL GAS,276661,1,678
392,1990,MA,INDUSTRIAL COGEN,OTHER,1858,131,177
393,1990,MA,INDUSTRIAL COGEN,PETROLEUM,396848,3267,790
394,1990,MA,INDUSTRIAL NON-COGEN,ALL SOURCES,39,0,0
395,1990,MA,INDUSTRIAL NON-COGEN,PETROLEUM,39,0,0
396,1990,MA,IPP NAICS-22 COGEN,ALL SOURCES,473051,386,1062
397,1990,MA,IPP NAICS-22 COGEN,COAL,80776,231,323
398,1990,MA,IPP NAICS-22 COGEN,NATURAL GAS,307176,2,571
399,1990,MA,IPP NAICS-22 COGEN,OTHER,40298,16,132
400,1990,MA,IPP NAICS-22 COGEN,PETROLEUM,44801,137,36
401,1990,MA,IPP NAICS-22 NON-COGEN,ALL SOURCES,989489,695,2392
402,1990,MA,IPP NAICS-22 NON-COGEN,NATURAL GAS,2771,0,6
403,1990,MA,IPP NAICS-22 NON-COGEN,OTHER,977635,687,2371
404,1990,MA,IPP NAICS-22 NON-COGEN,PETROLEUM,9083,8,15
405,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,27815932,211894,76479
406,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,COAL,10474801,90756,43816
407,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3656731,16,8219
408,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1019791,833,2681
409,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,12664609,120289,21763
410,1990,MD,COMMERCIAL COGEN,ALL SOURCES,1338,1604,503
411,1990,MD,COMMERCIAL COGEN,COAL,0,1437,417
412,1990,MD,COMMERCIAL COGEN,OTHER,0,2,36
413,1990,MD,COMMERCIAL COGEN,PETROLEUM,1338,165,49
414,1990,MD,COMMERCIAL NON-COGEN,ALL SOURCES,0,0,90
415,1990,MD,COMMERCIAL NON-COGEN,OTHER,0,0,90
416,1990,MD,ELECTRIC UTILITY,ALL SOURCES,25573355,250963,95659
417,1990,MD,ELECTRIC UTILITY,COAL,21251216,226872,87408
418,1990,MD,ELECTRIC UTILITY,NATURAL GAS,970367,5,2226
419,1990,MD,ELECTRIC UTILITY,PETROLEUM,3351772,24086,6025
420,1990,MD,INDUSTRIAL COGEN,ALL SOURCES,946327,14408,4210
421,1990,MD,INDUSTRIAL COGEN,COAL,855500,12542,3631
422,1990,MD,INDUSTRIAL COGEN,NATURAL GAS,75454,0,175
423,1990,MD,INDUSTRIAL COGEN,OTHER,0,1804,386
424,1990,MD,INDUSTRIAL COGEN,PETROLEUM,15373,63,18
425,1990,MD,IPP NAICS-22 COGEN,ALL SOURCES,828645,2672,1758
426,1990,MD,IPP NAICS-22 COGEN,NATURAL GAS,180832,1,433
427,1990,MD,IPP NAICS-22 COGEN,OTHER,294471,544,689
428,1990,MD,IPP NAICS-22 COGEN,PETROLEUM,353342,2126,637
429,1990,MD,IPP NAICS-22 NON-COGEN,ALL SOURCES,0,0,148
430,1990,MD,IPP NAICS-22 NON-COGEN,OTHER,0,0,148
431,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,27349665,269646,102368
432,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,COAL,22106716,240851,91455
433,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1226653,5,2834
434,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,OTHER,294471,2350,1350
435,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,3721825,26440,6729
436,1990,ME,COMMERCIAL NON-COGEN,ALL SOURCES,93253,13,212
437,1990,ME,COMMERCIAL NON-COGEN,OTHER,90739,12,210
438,1990,ME,COMMERCIAL NON-COGEN,PETROLEUM,2514,1,2
439,1990,ME,ELECTRIC UTILITY,ALL SOURCES,1745926,10305,2468
440,1990,ME,ELECTRIC UTILITY,PETROLEUM,1745926,10305,2468
441,1990,ME,INDUSTRIAL COGEN,ALL SOURCES,2886571,39048,9139
442,1990,ME,INDUSTRIAL COGEN,COAL,376853,2713,1257
443,1990,ME,INDUSTRIAL COGEN,NATURAL GAS,0,0,79
444,1990,ME,INDUSTRIAL COGEN,OTHER,38961,7487,3564
445,1990,ME,INDUSTRIAL COGEN,PETROLEUM,2470757,28847,4239
446,1990,ME,IPP NAICS-22 COGEN,ALL SOURCES,364985,2527,1412
447,1990,ME,IPP NAICS-22 COGEN,COAL,355086,2344,1356
448,1990,ME,IPP NAICS-22 COGEN,OTHER,0,3,37
449,1990,ME,IPP NAICS-22 COGEN,PETROLEUM,9899,180,18
450,1990,ME,IPP NAICS-22 NON-COGEN,ALL SOURCES,113931,591,1071
451,1990,ME,IPP NAICS-22 NON-COGEN,NATURAL GAS,10435,0,20
452,1990,ME,IPP NAICS-22 NON-COGEN,OTHER,102525,588,1050
453,1990,ME,IPP NAICS-22 NON-COGEN,PETROLEUM,971,4,1
454,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,5204666,52483,14302
455,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,COAL,731939,5057,2572
456,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,10435,0,102
457,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,OTHER,232225,8099,5008
458,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,4230067,39327,6620
459,1990,MI,COMMERCIAL COGEN,ALL SOURCES,618775,3292,1846
460,1990,MI,COMMERCIAL COGEN,COAL,403295,2982,1381
461,1990,MI,COMMERCIAL COGEN,NATURAL GAS,32522,0,73
462,1990,MI,COMMERCIAL COGEN,OTHER,178282,295,388
463,1990,MI,COMMERCIAL COGEN,PETROLEUM,4676,15,4
464,1990,MI,ELECTRIC UTILITY,ALL SOURCES,64471746,334264,283017
465,1990,MI,ELECTRIC UTILITY,COAL,62529519,330975,280609
466,1990,MI,ELECTRIC UTILITY,NATURAL GAS,1236097,3,1291
467,1990,MI,ELECTRIC UTILITY,PETROLEUM,706130,3287,1118
468,1990,MI,INDUSTRIAL COGEN,ALL SOURCES,2830017,36299,12448
469,1990,MI,INDUSTRIAL COGEN,COAL,1900188,20124,8313
470,1990,MI,INDUSTRIAL COGEN,NATURAL GAS,619646,5,2075
471,1990,MI,INDUSTRIAL COGEN,OTHER,0,3737,1033
472,1990,MI,INDUSTRIAL COGEN,PETROLEUM,310183,12434,1027
473,1990,MI,INDUSTRIAL NON-COGEN,ALL SOURCES,216259,8683,5630
474,1990,MI,INDUSTRIAL NON-COGEN,COAL,124149,8679,4757
475,1990,MI,INDUSTRIAL NON-COGEN,NATURAL GAS,91416,3,870
476,1990,MI,INDUSTRIAL NON-COGEN,OTHER,694,1,3
477,1990,MI,IPP NAICS-22 COGEN,ALL SOURCES,3531578,199,7130
478,1990,MI,IPP NAICS-22 COGEN,COAL,235714,179,827
479,1990,MI,IPP NAICS-22 COGEN,NATURAL GAS,3295015,17,6298
480,1990,MI,IPP NAICS-22 COGEN,OTHER,0,0,5
481,1990,MI,IPP NAICS-22 COGEN,PETROLEUM,849,3,1
482,1990,MI,IPP NAICS-22 NON-COGEN,ALL SOURCES,86713,3,496
483,1990,MI,IPP NAICS-22 NON-COGEN,NATURAL GAS,3168,0,3
484,1990,MI,IPP NAICS-22 NON-COGEN,OTHER,83545,3,493
485,1990,MI,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,71755088,382740,310568
486,1990,MI,TOTAL ELECTRIC POWER INDUSTRY,COAL,65192865,362913,295425
487,1990,MI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,5277864,27,10597
488,1990,MI,TOTAL ELECTRIC POWER INDUSTRY,OTHER,262521,4061,2401
489,1990,MI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1021838,15738,2146
490,1990,MN,COMMERCIAL COGEN,ALL SOURCES,130116,69,315
491,1990,MN,COMMERCIAL COGEN,NATURAL GAS,98614,0,237
492,1990,MN,COMMERCIAL COGEN,OTHER,27017,46,72
493,1990,MN,COMMERCIAL COGEN,PETROLEUM,4485,23,6
494,1990,MN,COMMERCIAL NON-COGEN,ALL SOURCES,51,0,0
495,1990,MN,COMMERCIAL NON-COGEN,PETROLEUM,51,0,0
496,1990,MN,ELECTRIC UTILITY,ALL SOURCES,29732688,76238,152445
497,1990,MN,ELECTRIC UTILITY,COAL,28991216,75597,150354
498,1990,MN,ELECTRIC UTILITY,NATURAL GAS,278603,0,718
499,1990,MN,ELECTRIC UTILITY,OTHER,0,529,1316
500,1990,MN,ELECTRIC UTILITY,PETROLEUM,462869,112,57
501,1990,MN,INDUSTRIAL COGEN,ALL SOURCES,1900721,25421,8016
502,1990,MN,INDUSTRIAL COGEN,COAL,1539714,19865,5468
503,1990,MN,INDUSTRIAL COGEN,NATURAL GAS,325883,1,826
504,1990,MN,INDUSTRIAL COGEN,OTHER,11652,5417,1682
505,1990,MN,INDUSTRIAL COGEN,PETROLEUM,23472,139,40
506,1990,MN,INDUSTRIAL NON-COGEN,ALL SOURCES,0,0,1
507,1990,MN,INDUSTRIAL NON-COGEN,NATURAL GAS,0,0,1
508,1990,MN,INDUSTRIAL NON-COGEN,PETROLEUM,0,0,0
509,1990,MN,IPP NAICS-22 NON-COGEN,ALL SOURCES,153503,24,322
510,1990,MN,IPP NAICS-22 NON-COGEN,NATURAL GAS,4108,0,8
511,1990,MN,IPP NAICS-22 NON-COGEN,OTHER,149395,24,314
512,1990,MN,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,31917079,101753,161099
513,1990,MN,TOTAL ELECTRIC POWER INDUSTRY,COAL,30530930,95461,155768
514,1990,MN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,707208,1,1807
515,1990,MN,TOTAL ELECTRIC POWER INDUSTRY,OTHER,188064,6017,3420
516,1990,MN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,490877,274,104
517,1990,MO,COMMERCIAL COGEN,ALL SOURCES,389867,13001,1618
518,1990,MO,COMMERCIAL COGEN,COAL,389363,12997,1607
519,1990,MO,COMMERCIAL COGEN,NATURAL GAS,484,0,11
520,1990,MO,COMMERCIAL COGEN,PETROLEUM,20,4,1
521,1990,MO,ELECTRIC UTILITY,ALL SOURCES,47719573,702059,258057
522,1990,MO,ELECTRIC UTILITY,COAL,47437366,698849,257211
523,1990,MO,ELECTRIC UTILITY,NATURAL GAS,190775,1,462
524,1990,MO,ELECTRIC UTILITY,PETROLEUM,91432,3209,384
525,1990,MO,INDUSTRIAL COGEN,ALL SOURCES,595587,8948,2732
526,1990,MO,INDUSTRIAL COGEN,COAL,551891,8939,2587
527,1990,MO,INDUSTRIAL COGEN,NATURAL GAS,42037,0,143
528,1990,MO,INDUSTRIAL COGEN,PETROLEUM,1659,9,2
529,1990,MO,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,48705027,724008,262408
530,1990,MO,TOTAL ELECTRIC POWER INDUSTRY,COAL,48378620,720786,261405
531,1990,MO,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,233296,1,616
532,1990,MO,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,93111,3221,386
533,1990,MS,ELECTRIC UTILITY,ALL SOURCES,13303215,105415,45799
534,1990,MS,ELECTRIC UTILITY,COAL,9105298,95185,36407
535,1990,MS,ELECTRIC UTILITY,NATURAL GAS,3584393,18,8303
536,1990,MS,ELECTRIC UTILITY,PETROLEUM,613524,10211,1089
537,1990,MS,INDUSTRIAL COGEN,ALL SOURCES,1473329,14158,7336
538,1990,MS,INDUSTRIAL COGEN,COAL,167845,1293,599
539,1990,MS,INDUSTRIAL COGEN,NATURAL GAS,1228291,7,2865
540,1990,MS,INDUSTRIAL COGEN,OTHER,0,12449,3792
541,1990,MS,INDUSTRIAL COGEN,PETROLEUM,77193,410,80
542,1990,MS,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,14776544,119573,53136
543,1990,MS,TOTAL ELECTRIC POWER INDUSTRY,COAL,9273143,96477,37006
544,1990,MS,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4812684,25,11169
545,1990,MS,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,12450,3793
546,1990,MS,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,690717,10621,1168
547,1990,MT,ELECTRIC UTILITY,ALL SOURCES,15697302,15763,84034
548,1990,MT,ELECTRIC UTILITY,COAL,15642891,15760,83968
549,1990,MT,ELECTRIC UTILITY,NATURAL GAS,26999,0,50
550,1990,MT,ELECTRIC UTILITY,PETROLEUM,27412,4,16
551,1990,MT,INDUSTRIAL COGEN,ALL SOURCES,175016,1268,812
552,1990,MT,INDUSTRIAL COGEN,NATURAL GAS,147818,1,346
553,1990,MT,INDUSTRIAL COGEN,OTHER,0,806,414
554,1990,MT,INDUSTRIAL COGEN,PETROLEUM,27198,461,52
555,1990,MT,IPP NAICS-22 NON-COGEN,ALL SOURCES,256723,299,1368
556,1990,MT,IPP NAICS-22 NON-COGEN,COAL,256723,299,1368
557,1990,MT,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,16129041,17331,86214
558,1990,MT,TOTAL ELECTRIC POWER INDUSTRY,COAL,15899614,16059,85335
559,1990,MT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,174817,1,396
560,1990,MT,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,806,415
561,1990,MT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,54610,464,68
562,1990,NC,ELECTRIC UTILITY,ALL SOURCES,42420558,297634,176210
563,1990,NC,ELECTRIC UTILITY,COAL,42126864,297236,175669
564,1990,NC,ELECTRIC UTILITY,NATURAL GAS,135123,1,312
565,1990,NC,ELECTRIC UTILITY,PETROLEUM,158571,396,229
566,1990,NC,INDUSTRIAL COGEN,ALL SOURCES,3281589,43257,14770
567,1990,NC,INDUSTRIAL COGEN,COAL,2620219,23136,9871
568,1990,NC,INDUSTRIAL COGEN,NATURAL GAS,69063,0,167
569,1990,NC,INDUSTRIAL COGEN,OTHER,0,15826,3732
570,1990,NC,INDUSTRIAL COGEN,PETROLEUM,592307,4296,1000
571,1990,NC,INDUSTRIAL NON-COGEN,ALL SOURCES,1543,5,1
572,1990,NC,INDUSTRIAL NON-COGEN,PETROLEUM,1543,5,1
573,1990,NC,IPP NAICS-22 COGEN,ALL SOURCES,3284995,22914,11549
574,1990,NC,IPP NAICS-22 COGEN,COAL,3262091,22891,11510
575,1990,NC,IPP NAICS-22 COGEN,NATURAL GAS,15863,0,34
576,1990,NC,IPP NAICS-22 COGEN,PETROLEUM,7041,23,5
577,1990,NC,IPP NAICS-22 NON-COGEN,ALL SOURCES,11192,19,191
578,1990,NC,IPP NAICS-22 NON-COGEN,NATURAL GAS,1062,0,5
579,1990,NC,IPP NAICS-22 NON-COGEN,OTHER,10130,19,186
580,1990,NC,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,48999877,363828,202720
581,1990,NC,TOTAL ELECTRIC POWER INDUSTRY,COAL,48009174,343263,197050
582,1990,NC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,221111,1,517
583,1990,NC,TOTAL ELECTRIC POWER INDUSTRY,OTHER,10130,15845,3918
584,1990,NC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,759462,4719,1235
585,1990,ND,ELECTRIC UTILITY,ALL SOURCES,27955011,127098,67446
586,1990,ND,ELECTRIC UTILITY,COAL,27931161,127048,67417
587,1990,ND,ELECTRIC UTILITY,NATURAL GAS,98,0,0
588,1990,ND,ELECTRIC UTILITY,PETROLEUM,23752,50,28
589,1990,ND,INDUSTRIAL COGEN,ALL SOURCES,533243,6320,1455
590,1990,ND,INDUSTRIAL COGEN,COAL,331733,5766,988
591,1990,ND,INDUSTRIAL COGEN,NATURAL GAS,113220,1,301
592,1990,ND,INDUSTRIAL COGEN,PETROLEUM,88290,553,166
593,1990,ND,INDUSTRIAL NON-COGEN,ALL SOURCES,0,0,19
594,1990,ND,INDUSTRIAL NON-COGEN,NATURAL GAS,0,0,19
595,1990,ND,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,28488254,133418,68920
596,1990,ND,TOTAL ELECTRIC POWER INDUSTRY,COAL,28262894,132814,68405
597,1990,ND,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,113318,1,320
598,1990,ND,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,112042,603,194
599,1990,NE,ELECTRIC UTILITY,ALL SOURCES,13557583,45888,77906
600,1990,NE,ELECTRIC UTILITY,COAL,13355408,45835,77416
601,1990,NE,ELECTRIC UTILITY,NATURAL GAS,188819,1,468
602,1990,NE,ELECTRIC UTILITY,PETROLEUM,13356,53,22
603,1990,NE,INDUSTRIAL COGEN,ALL SOURCES,0,1105,196
604,1990,NE,INDUSTRIAL COGEN,COAL,0,1105,190
605,1990,NE,INDUSTRIAL COGEN,NATURAL GAS,0,0,6
606,1990,NE,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,13557583,46993,78102
607,1990,NE,TOTAL ELECTRIC POWER INDUSTRY,COAL,13355408,46940,77606
608,1990,NE,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,188819,1,474
609,1990,NE,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,13356,53,22
610,1990,NH,COMMERCIAL COGEN,ALL SOURCES,48239,453,136
611,1990,NH,COMMERCIAL COGEN,PETROLEUM,48239,453,136
612,1990,NH,ELECTRIC UTILITY,ALL SOURCES,4904594,59742,18313
613,1990,NH,ELECTRIC UTILITY,COAL,2848166,37512,15443
614,1990,NH,ELECTRIC UTILITY,PETROLEUM,2056428,22230,2870
615,1990,NH,INDUSTRIAL COGEN,ALL SOURCES,30019,132,171
616,1990,NH,INDUSTRIAL COGEN,OTHER,0,6,135
617,1990,NH,INDUSTRIAL COGEN,PETROLEUM,30019,125,36
618,1990,NH,INDUSTRIAL NON-COGEN,ALL SOURCES,323,17,151
619,1990,NH,INDUSTRIAL NON-COGEN,OTHER,0,15,150
620,1990,NH,INDUSTRIAL NON-COGEN,PETROLEUM,323,2,1
621,1990,NH,IPP NAICS-22 COGEN,OTHER,0,0,0
622,1990,NH,IPP NAICS-22 NON-COGEN,ALL SOURCES,103574,93,477
623,1990,NH,IPP NAICS-22 NON-COGEN,OTHER,102582,92,477
624,1990,NH,IPP NAICS-22 NON-COGEN,PETROLEUM,992,1,0
625,1990,NH,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,5086749,60436,19249
626,1990,NH,TOTAL ELECTRIC POWER INDUSTRY,COAL,2848166,37489,14898
627,1990,NH,TOTAL ELECTRIC POWER INDUSTRY,OTHER,102582,151,1414
628,1990,NH,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,2136001,22795,2936
629,1990,NJ,COMMERCIAL COGEN,ALL SOURCES,63938,3,161
630,1990,NJ,COMMERCIAL COGEN,NATURAL GAS,62270,0,145
631,1990,NJ,COMMERCIAL COGEN,OTHER,0,0,14
632,1990,NJ,COMMERCIAL COGEN,PETROLEUM,1668,3,2
633,1990,NJ,ELECTRIC UTILITY,ALL SOURCES,11126488,68286,44284
634,1990,NJ,ELECTRIC UTILITY,COAL,6854331,62706,35373
635,1990,NJ,ELECTRIC UTILITY,NATURAL GAS,2610964,13,5871
636,1990,NJ,ELECTRIC UTILITY,PETROLEUM,1661193,5567,3040
637,1990,NJ,INDUSTRIAL COGEN,ALL SOURCES,1225085,2927,2538
638,1990,NJ,INDUSTRIAL COGEN,NATURAL GAS,670651,3,1764
639,1990,NJ,INDUSTRIAL COGEN,OTHER,0,0,3
640,1990,NJ,INDUSTRIAL COGEN,PETROLEUM,554434,2924,772
641,1990,NJ,INDUSTRIAL NON-COGEN,ALL SOURCES,4976,3,11
642,1990,NJ,INDUSTRIAL NON-COGEN,NATURAL GAS,4551,0,10
643,1990,NJ,INDUSTRIAL NON-COGEN,PETROLEUM,425,3,1
644,1990,NJ,IPP NAICS-22 COGEN,ALL SOURCES,1092213,155,2038
645,1990,NJ,IPP NAICS-22 COGEN,NATURAL GAS,1027927,5,1918
646,1990,NJ,IPP NAICS-22 COGEN,OTHER,32515,60,95
647,1990,NJ,IPP NAICS-22 COGEN,PETROLEUM,31771,91,25
648,1990,NJ,IPP NAICS-22 NON-COGEN,ALL SOURCES,124112,47,660
649,1990,NJ,IPP NAICS-22 NON-COGEN,NATURAL GAS,3108,0,6
650,1990,NJ,IPP NAICS-22 NON-COGEN,OTHER,121004,46,654
651,1990,NJ,IPP NAICS-22 NON-COGEN,PETROLEUM,0,1,0
652,1990,NJ,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,13636812,71420,49693
653,1990,NJ,TOTAL ELECTRIC POWER INDUSTRY,COAL,6854331,62707,35374
654,1990,NJ,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4379471,20,9714
655,1990,NJ,TOTAL ELECTRIC POWER INDUSTRY,OTHER,153519,106,766
656,1990,NJ,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,2249491,8587,3839
657,1990,NM,COMMERCIAL COGEN,ALL SOURCES,38882,0,89
658,1990,NM,COMMERCIAL COGEN,NATURAL GAS,38882,0,89
659,1990,NM,ELECTRIC UTILITY,ALL SOURCES,28118618,54113,124778
660,1990,NM,ELECTRIC UTILITY,COAL,26693013,54044,121573
661,1990,NM,ELECTRIC UTILITY,NATURAL GAS,1394724,7,3180
662,1990,NM,ELECTRIC UTILITY,PETROLEUM,30881,62,25
663,1990,NM,INDUSTRIAL COGEN,ALL SOURCES,73360,4,169
664,1990,NM,INDUSTRIAL COGEN,NATURAL GAS,72374,0,168
665,1990,NM,INDUSTRIAL COGEN,PETROLEUM,986,4,1
666,1990,NM,INDUSTRIAL NON-COGEN,ALL SOURCES,154780,1,363
667,1990,NM,INDUSTRIAL NON-COGEN,NATURAL GAS,154780,1,363
668,1990,NM,IPP NAICS-22 COGEN,ALL SOURCES,2790,0,71
669,1990,NM,IPP NAICS-22 COGEN,NATURAL GAS,2790,0,7
670,1990,NM,IPP NAICS-22 COGEN,OTHER,0,0,64
671,1990,NM,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,28388430,54117,125469
672,1990,NM,TOTAL ELECTRIC POWER INDUSTRY,COAL,26693013,54045,121573
673,1990,NM,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1663550,8,3807
674,1990,NM,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,0,64
675,1990,NM,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,31867,64,26
676,1990,NV,ELECTRIC UTILITY,ALL SOURCES,16675768,49577,69040
677,1990,NV,ELECTRIC UTILITY,COAL,15085099,48318,65482
678,1990,NV,ELECTRIC UTILITY,NATURAL GAS,1333162,6,3094
679,1990,NV,ELECTRIC UTILITY,PETROLEUM,257507,1253,464
680,1990,NV,IPP NAICS-22 NON-COGEN,ALL SOURCES,19422,0,0
681,1990,NV,IPP NAICS-22 NON-COGEN,GEOTHERMAL,19422,0,0
682,1990,NV,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,16695190,49577,69040
683,1990,NV,TOTAL ELECTRIC POWER INDUSTRY,COAL,15085099,48318,65482
684,1990,NV,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,19422,0,0
685,1990,NV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1333162,6,3094
686,1990,NV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,257507,1253,464
687,1990,NY,COMMERCIAL COGEN,ALL SOURCES,360129,1363,1111
688,1990,NY,COMMERCIAL COGEN,COAL,124578,368,533
689,1990,NY,COMMERCIAL COGEN,NATURAL GAS,101706,0,247
690,1990,NY,COMMERCIAL COGEN,OTHER,8337,15,24
691,1990,NY,COMMERCIAL COGEN,PETROLEUM,125508,980,307
692,1990,NY,COMMERCIAL NON-COGEN,ALL SOURCES,0,1,1
693,1990,NY,COMMERCIAL NON-COGEN,NATURAL GAS,0,0,0
694,1990,NY,COMMERCIAL NON-COGEN,OTHER,0,1,1
